Task,Batch,Config,Model,Prompt,Metric,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,Mean,Std
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v3,precision,0.5,0.5454545454545454,0.6,0.4444444444444444,0.6,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5,0.5454545454545454,0.5462626262626262,0.056316188710769925
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v3,recall,0.8333333333333334,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8690476190476191,0.08190383904980275
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v3,unparseable_rate,0.11458333333333333,0.13541666666666666,0.09375,0.11458333333333333,0.15625,0.07291666666666667,0.10416666666666667,0.10416666666666667,0.14583333333333334,0.125,0.11666666666666667,0.02494206249453885
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v4,accuracy,0.5,0.5,0.5833333333333334,0.5,0.5454545454545454,0.5,0.5,0.5,0.45454545454545453,0.5,0.5083333333333333,0.03396441177493924
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v4,avg_completion_tokens,3504.6666666666665,3773.8333333333335,3635.4166666666665,3748.6666666666665,3834,3477,3496.1666666666665,3585.6666666666665,3622.1666666666665,3886.3333333333335,3656.3916666666664,146.89842826017122
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v4,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v4,f1,0.6666666666666666,0.6666666666666665,0.7368421052631579,0.6666666666666665,0.7058823529411764,0.6666666666666665,0.6666666666666665,0.6666666666666666,0.625,0.6666666666666665,0.6734391124871,0.029325592007654597
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v4,precision,0.5,0.5454545454545454,0.5833333333333334,0.5454545454545454,0.6,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5454545454545454,0.541060606060606,0.03401844149575074
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v4,recall,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.8333333333333334,0.8571428571428571,0.8976190476190475,0.0710306375722681
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v4,unparseable_rate,0.11458333333333333,0.11458333333333333,0.11458333333333333,0.07291666666666667,0.07291666666666667,0.09375,0.07291666666666667,0.08333333333333333,0.041666666666666664,0.10416666666666667,0.08854166666666667,0.024181229647889095
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v5,accuracy,0.5454545454545454,0.5,0.5,0.5,0.5,0.5454545454545454,0.5454545454545454,0.5,0.4166666666666667,0.6,0.5153030303030303,0.048075131232649
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v5,avg_completion_tokens,3371.75,3496.1666666666665,3263.3333333333335,3559,3455.1666666666665,3485.5,3104.5833333333335,3494.6666666666665,3379.1666666666665,3449.75,3405.9083333333333,134.63996028044932
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v5,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v5,f1,0.7058823529411764,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.7058823529411764,0.7058823529411764,0.6666666666666665,0.588235294117647,0.7499999999999999,0.6789215686274509,0.04243649971640705
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v5,precision,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5,0.6,0.5463636363636364,0.02364801577591111
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v5,recall,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,0.9,0.096421222530079
GLP,Batch1,self_consistency_cot,meta-llama/Llama-3.1-8B-Instruct,v5,unparseable_rate,0.125,0.10416666666666667,0.041666666666666664,0.07291666666666667,0.0625,0.041666666666666664,0.0625,0.08333333333333333,0.13541666666666666,0.03125,0.07604166666666666,0.03576557439393914
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,accuracy,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.45454545454545453,0.40909090909090906,0.08834775598250454
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,f1,0.5333333333333333,0.4615384615384615,0.42857142857142855,0.5333333333333333,0.6666666666666667,0.5333333333333333,0.6666666666666667,0.5333333333333333,0.5714285714285715,0.625,0.5553205128205129,0.07937588507729555
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,precision,0.4444444444444444,0.42857142857142855,0.375,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.5,0.5,0.46924603174603174,0.05753017923102447
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,recall,0.6666666666666666,0.5,0.5,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6833333333333333,0.12297746456210366
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,accuracy,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6272727272727272,0.02874797872880346
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,f1,0.7142857142857143,0.7142857142857143,0.6666666666666667,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7095238095238096,0.015058465048420835
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,precision,0.625,0.625,0.5555555555555556,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.6180555555555556,0.021960261528947072
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,recall,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,accuracy,0.7272727272727273,0.6363636363636364,0.7272727272727273,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.6545454545454545,0.07171005797696507
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,f1,0.8,0.7499999999999999,0.8,0.7058823529411764,0.7499999999999999,0.7058823529411764,0.7499999999999999,0.8,0.8,0.7499999999999999,0.7611764705882352,0.0374812525225271
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,precision,0.6666666666666666,0.6,0.6666666666666666,0.5454545454545454,0.6,0.5454545454545454,0.6,0.6666666666666666,0.6666666666666666,0.6,0.6157575757575757,0.04858575358564012
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,accuracy,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.5818181818181818,0.046945252681302035
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,f1,0.7058823529411764,0.7499999999999999,0.7499999999999999,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7499999999999999,0.7499999999999999,0.7235294117647058,0.022782254977690663
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,precision,0.5454545454545454,0.6,0.6,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6,0.6,0.5672727272727273,0.028167151608781225
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,accuracy,0.7272727272727273,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.6363636363636364,0.06060606060606063
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,f1,0.8,0.7058823529411764,0.7058823529411764,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.8,0.7511764705882352,0.03140929220887778
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,precision,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.6,0.6,0.6,0.6,0.6,0.6,0.6666666666666666,0.6024242424242424,0.04052507125048835
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,accuracy,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.04285495643554833
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2.1818181818181817,2.018181818181818,0.05749595745760685
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,f1,0.7499999999999999,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.625,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7022058823529411,0.030465203173176574
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,precision,0.6,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5463636363636364,0.02364801577591111
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,recall,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.9833333333333334,0.052704627669472974
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,accuracy,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.5181818181818182,0.06135895979186843
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,f1,0.7058823529411764,0.7058823529411764,0.625,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.5333333333333333,0.7058823529411764,0.6805392156862744,0.057631369858322484
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,precision,0.5454545454545454,0.5454545454545454,0.5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.4444444444444444,0.5454545454545454,0.5308080808080807,0.03353930851693735
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,recall,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.95,0.11249142628509215
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,accuracy,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.45454545454545453,0.7272727272727273,0.6363636363636364,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.6090909090909091,0.09630453686103459
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,avg_completion_tokens,2,2,2,2.090909090909091,2,2,2,2,2,2,2.0090909090909093,0.028747978728803424
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,f1,0.8,0.7058823529411764,0.8,0.625,0.8,0.7499999999999999,0.7058823529411764,0.7142857142857143,0.5454545454545454,0.7058823529411764,0.7152387318563789,0.0816462531601228
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,precision,0.6666666666666666,0.5454545454545454,0.6666666666666666,0.5,0.6666666666666666,0.6,0.5454545454545454,0.625,0.6,0.5454545454545454,0.5961363636363636,0.060309089335724826
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,recall,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.8333333333333334,0.5,1.0,0.9166666666666666,0.161970885967925
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,accuracy,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5636363636363636,0.07171005797696506
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,f1,0.7058823529411764,0.5714285714285715,0.6666666666666667,0.7058823529411764,0.7058823529411764,0.8,0.7058823529411764,0.7058823529411764,0.7499999999999999,0.7058823529411764,0.7023389355742297,0.05801784171610246
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,precision,0.5454545454545454,0.5,0.5555555555555556,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.6,0.5454545454545454,0.5594949494949495,0.04455259263147359
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,recall,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.11249142628509215
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,accuracy,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5727272727272728,0.04391326286724074
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,f1,0.7058823529411764,0.7499999999999999,0.7058823529411764,0.6153846153846153,0.7058823529411764,0.7499999999999999,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7499999999999999,0.7100678733031673,0.03923399184079278
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,precision,0.5454545454545454,0.6,0.5454545454545454,0.5714285714285714,0.5454545454545454,0.6,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6,0.5644155844155844,0.02583077379834145
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,recall,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9666666666666667,0.10540925533894599
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,accuracy,0.45454545454545453,0.45454545454545453,0.36363636363636365,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.4727272727272727,0.07171005797696502
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,avg_completion_tokens,6.090909090909091,7,7,7,7,7,7,7,7,6.818181818181818,6.890909090909091,0.2868402319078602
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,f1,0.625,0.625,0.5333333333333333,0.625,0.7058823529411764,0.7058823529411764,0.5333333333333333,0.625,0.7058823529411764,0.7058823529411764,0.6390196078431373,0.0675013428541373
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,precision,0.5,0.5,0.4444444444444444,0.5,0.5454545454545454,0.5454545454545454,0.4444444444444444,0.5,0.5454545454545454,0.5454545454545454,0.507070707070707,0.03935218945100869
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,recall,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,0.8666666666666667,0.1314684396244359
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,accuracy,0.5454545454545454,0.45454545454545453,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5545454545454546,0.05160420110886789
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,avg_completion_tokens,1032.2727272727273,885,1049.4545454545455,1243.4545454545455,1152.1818181818182,895.7272727272727,916.9090909090909,993.9090909090909,1010.8181818181819,1078.6363636363637,1025.8363636363636,113.81331515719377
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,f1,0.7058823529411764,0.625,0.7499999999999999,0.6666666666666667,0.7058823529411764,0.6666666666666667,0.7499999999999999,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.6987745098039215,0.03801346887126278
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,precision,0.5454545454545454,0.5,0.6,0.5555555555555556,0.5454545454545454,0.5555555555555556,0.6,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5538383838383838,0.028901561425097266
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,recall,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.95,0.0805076485899413
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,accuracy,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5545454545454545,0.02874797872880346
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,avg_completion_tokens,748.0909090909091,797.4545454545455,730.9090909090909,674.2727272727273,826.8181818181819,863.7272727272727,746.9090909090909,699,596.7272727272727,711.1818181818181,739.5090909090909,77.24343116668372
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,f1,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7499999999999999,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7102941176470587,0.013951224971331071
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,precision,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5509090909090909,0.017248787237282074
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,accuracy,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5363636363636364,0.02874797872880344
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,avg_completion_tokens,668.3636363636364,684.6363636363636,679.0909090909091,619.6363636363636,724.7272727272727,870.7272727272727,666.2727272727273,714.6363636363636,691.6363636363636,612.5454545454545,693.2272727272727,71.88180598191246
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,f1,0.625,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.6977941176470588,0.025577245780773635
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,precision,0.5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5409090909090909,0.014373989364401712
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,recall,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9833333333333334,0.052704627669472974
