task,batch,config,model,prompt_version,run,n_items,n_scored,tp,fp,fn,tn,accuracy,precision,recall,f1,unparseable_rate,empty_rate,avg_completion_tokens
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,4,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,5,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,6,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,7,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,8,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,9,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,10,11,11,6,3,0,2,0.7272727272727273,0.6666666666666666,1.0,0.8,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,1,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,2,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,3,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,4,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,6,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,7,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,9,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,10,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2.1818181818181817
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,1,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,2,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,3,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,4,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,6,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,7,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,9,11,11,4,5,2,0,0.36363636363636365,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,10,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,1,11,11,6,3,0,2,0.7272727272727273,0.6666666666666666,1.0,0.8,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,2,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,3,11,11,6,3,0,2,0.7272727272727273,0.6666666666666666,1.0,0.8,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,4,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,2.090909090909091
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,5,11,11,6,3,0,2,0.7272727272727273,0.6666666666666666,1.0,0.8,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,6,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,7,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,8,11,11,5,3,1,2,0.6363636363636364,0.625,0.8333333333333334,0.7142857142857143,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,9,11,11,3,2,3,3,0.5454545454545454,0.6,0.5,0.5454545454545454,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,10,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,1,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,2,11,11,4,4,2,1,0.45454545454545453,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,3,11,11,5,4,1,1,0.5454545454545454,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,4,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,6,11,11,6,3,0,2,0.7272727272727273,0.6666666666666666,1.0,0.8,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,7,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,9,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,10,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,1,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,2,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,3,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,4,11,11,4,3,2,2,0.5454545454545454,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,6,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,7,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,9,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2
GLP,Batch2,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,10,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,2
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,1,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,6.090909090909091
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,2,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,7
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,3,11,11,4,5,2,0,0.36363636363636365,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.0,0.0,7
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,4,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,7
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,7
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,6,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,7
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,7,11,11,4,5,2,0,0.36363636363636365,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.0,0.0,7
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,8,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,7
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,9,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,7
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,10,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,6.818181818181818
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,1,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,1032.2727272727273
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,2,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,885
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,3,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,1049.4545454545455
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,4,11,11,5,4,1,1,0.5454545454545454,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0,0.0,1243.4545454545455
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,1152.1818181818182
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,6,11,11,5,4,1,1,0.5454545454545454,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0,0.0,895.7272727272727
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,7,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,916.9090909090909
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,993.9090909090909
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,9,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,1010.8181818181819
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,10,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,1078.6363636363637
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,1,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,748.0909090909091
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,2,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,797.4545454545455
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,3,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,730.9090909090909
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,4,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,674.2727272727273
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,826.8181818181819
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,6,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,863.7272727272727
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,7,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,746.9090909090909
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,699
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,9,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,596.7272727272727
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,10,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,711.1818181818181
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,1,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,668.3636363636364
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,2,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,684.6363636363636
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,3,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,679.0909090909091
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,4,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,619.6363636363636
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,724.7272727272727
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,6,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,870.7272727272727
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,7,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,666.2727272727273
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,714.6363636363636
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,9,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,691.6363636363636
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,10,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,612.5454545454545
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,1,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,1125.090909090909
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,2,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,872.0909090909091
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,3,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,878.1818181818181
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,4,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,813.2727272727273
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,622.6363636363636
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,6,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,623.1818181818181
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,7,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,1199.4545454545455
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,715.9090909090909
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,9,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,619.2727272727273
GLP,Batch2,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,10,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,950.7272727272727
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,1,11,11,3,5,3,0,0.2727272727272727,0.375,0.5,0.42857142857142855,0.0,0.0,25.727272727272727
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,2,11,9,3,2,3,1,0.4444444444444444,0.6,0.5,0.5454545454545454,0.18181818181818182,0.0,39.27272727272727
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,3,11,11,5,4,1,1,0.5454545454545454,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0,0.0,7.909090909090909
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,4,11,10,5,4,1,0,0.5,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.09090909090909091,0.0,68.81818181818181
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,5,11,10,5,5,0,0,0.5,0.5,1.0,0.6666666666666666,0.09090909090909091,0.0,9.181818181818182
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,6,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,23.272727272727273
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,7,11,11,4,5,2,0,0.36363636363636365,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.0,0.0,162.0909090909091
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,8,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,12.727272727272727
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,9,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,17.727272727272727
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,10,11,11,6,1,0,4,0.9090909090909091,0.8571428571428571,1.0,0.923076923076923,0.0,0.0,7.090909090909091
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,1,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,843.0909090909091
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,2,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,839.6363636363636
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,3,11,10,5,4,0,1,0.6,0.5555555555555556,1.0,0.7142857142857143,0.09090909090909091,0.0,709.4545454545455
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,4,11,10,5,4,0,1,0.6,0.5555555555555556,1.0,0.7142857142857143,0.09090909090909091,0.0,470.90909090909093
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,404.8181818181818
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,6,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,483.3636363636364
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,7,11,10,5,5,0,0,0.5,0.5,1.0,0.6666666666666666,0.09090909090909091,0.0,1381.2727272727273
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,2580.818181818182
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,9,11,10,5,4,1,0,0.5,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.09090909090909091,0.0,576.4545454545455
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,10,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,429.09090909090907
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,1,11,11,5,5,1,0,0.45454545454545453,0.5,0.8333333333333334,0.625,0.0,0.0,701.0909090909091
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,2,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,1241.3636363636363
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,3,11,9,5,3,0,1,0.6666666666666666,0.625,1.0,0.7692307692307693,0.18181818181818182,0.0,432.8181818181818
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,4,11,10,5,4,0,1,0.6,0.5555555555555556,1.0,0.7142857142857143,0.09090909090909091,0.0,1358.090909090909
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,5,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,377.45454545454544
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,6,11,10,5,4,0,1,0.6,0.5555555555555556,1.0,0.7142857142857143,0.09090909090909091,0.0,424
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,7,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,432.1818181818182
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,8,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,1148.2727272727273
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,9,11,11,6,5,0,0,0.5454545454545454,0.5454545454545454,1.0,0.7058823529411764,0.0,0.0,513.5454545454545
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,10,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,432.1818181818182
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v4,1,11,10,5,3,1,1,0.6,0.625,0.8333333333333334,0.7142857142857143,0.09090909090909091,0.0,1086.6363636363637
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v4,2,11,10,4,5,1,0,0.4,0.4444444444444444,0.8,0.5714285714285714,0.09090909090909091,0.0,1051
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v4,3,11,10,5,5,0,0,0.5,0.5,1.0,0.6666666666666666,0.09090909090909091,0.0,583.2727272727273
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v4,4,11,11,6,4,0,1,0.6363636363636364,0.6,1.0,0.7499999999999999,0.0,0.0,362.6363636363636
GLP,Batch2,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v4,5,11,10,5,5,0,0,0.5,0.5,1.0,0.6666666666666666,0.09090909090909091,0.0,394.27272727272725
